Data,Round,Civility,Player1 (Player1 / Player2),Player2 (Player3 / Player4),Sets,Tournment,Clay,1st SERVE % P1,1st SERVE % P2,1st SERVE POINTS WON P1,1st SERVE POINTS WON P2,2nd SERVE POINTS WON P1,2nd SERVE POINTS WON P2,BREAK POINTS WON P1,BREAK POINTS WON P2,TOTAL RETURN POINTS WON P1,TOTAL RETURN POINTS WON P2,TOTAL POINTS WON P1,TOTAL POINTS WON P2,DOUBLE FAULTS P1,DOUBLE FAULTS P2,ACES P1,ACES P2,Country P1,Birthday P1,Height P1,Weight P1,Profi since P1,Play P1,Ranking's position P1,Points P1,Prize money P1,Country P2,Birthday P2,Height P2,Weight P2,Profi since P2,Play P2,Ranking's position P2,Points P2,Prize money P2,Country P3,Birthday P3,Height P3,Weight P3,Profi since P3,Play P3,Ranking's position P3,Points P3,Prize money P3,Country P4,Birthday P4,Height P4,Weight P4,Profi since P4,Play P4,Ranking's position P4,Points P4,Prize money P4
20.05.15,q 1,female,Lourdes Dominguez-Lino,Misa Eguchi,"6-0, 6-4",Paris,Clay,38/57 (67%),37/51 (73%),20/38 (53%),16/37 (43%),13/19 (68%),4/14 (29%),6/11 (55%),2/5 (40%),31/51 (61%),24/57 (42%),64/108 (59%),44/108 (41%),0,6,,,Spain,"31.03.81, 34 years",163 cm,60 kg,-,Right-handed,114,509,2.136.453 $,Japan,"18.04.92, 23 years",-,-,-,-,148,365,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Naomi Broady,Cagla Buyukakcay,"6-1, 7-64",Paris,Clay,50/77 (65%),58/77 (75%),38/50 (76%),37/58 (64%),11/27 (41%),3/19 (16%),4/8 (50%),2/8 (25%),37/77 (48%),28/77 (36%),86/154 (56%),68/154 (44%),5,3,9,2,United Kingdom,"28.02.90, 25 years",-,-,-,-,238,194,-,Turkey,"28.09.89, 25 years",-,-,-,-,139,396,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Ons Jabeur,Ysaline Bonaventure,"6-3, 6-2",Paris,Clay,34/57 (60%),31/58 (53%),26/34 (76%),21/31 (68%),13/23 (57%),11/27 (41%),3/6 (50%),0/3 (0%),26/58 (45%),18/57 (32%),65/115 (57%),50/115 (43%),3,5,3,0,Tunisia,"28.08.94, 20 years",-,-,-,-,129,420,-,Belgium,"29.08.94, 20 years",-,-,-,-,189,276,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,female,Clothilde De Bernardi,Anett Kontaveit,"2-6, 6-4, 6-4",Paris,Clay,55/80 (69%),52/79 (66%),32/55 (58%),31/52 (60%),9/25 (36%),13/27 (48%),6/8 (75%),6/13 (46%),35/79 (44%),39/80 (49%),76/159 (48%),83/159 (52%),6,4,1,4,France,"16.11.94, 20 years",-,-,-,-,314,122,-,Estonia,"24.12.95, 19 years",-,-,-,-,185,280,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1/4,female,Ekaterina Makarova/Elena Vesnina,Silvia Soler-Espinosa/Maria-Teresa Torro-Flor,"6-1, 7-65",Paris,Clay,47/59 (80%),60/72 (83%),29/47 (62%),31/60 (52%),7/12 (58%),3/12 (25%),5/10 (50%),2/5 (40%),38/72 (53%),23/59 (39%),74/131 (56%),57/131 (44%),1,0,,,Russia,"07.06.88, 27 years",178 cm,58 kg,2004,Left-handed,-,-,-,Russia,"01.08.86, 28 years",176 cm,60 kg,-,Right-handed,-,-,-,Spain,"19.11.87, 27 years",-,-,-,-,-,-,-,Spain,"02.05.92, 23 years",-,-,-,-,-,-,-
03.06.15,1/4,female,Timea Bacsinszky,Alison Van Uytvanck,"6-4, 7-5",Paris,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Switzerland,"08.06.89, 26 years",170 cm,62 kg,2004,Right-handed,24,1958,1.573.449 $,Belgium,"26.03.94, 21 years",-,-,-,-,93,647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,female,Shahar Peer,Patricia Maria Tig,"5-7, 6-4, 6-1",Paris,Clay,73/113 (65%),61/88 (69%),42/73 (58%),35/61 (57%),19/40 (48%),9/27 (33%),7/9 (78%),5/16 (31%),44/88 (50%),52/113 (46%),105/201 (52%),96/201 (48%),4,3,2,0,Izrael,"01.05.87, 28 years",170 cm,60 kg,2004,Right-handed,119,472,5.011.630 $,Romania,"27.07.94, 20 years",-,-,-,-,176,296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,female,Alison Van Uytvanck,Zarina Diyas,"0-6, 6-1, 6-4",Paris,Clay,37/66 (56%),47/61 (77%),22/37 (59%),32/47 (68%),15/29 (52%),4/14 (29%),5/8 (63%),4/7 (57%),25/61 (41%),29/66 (44%),62/127 (49%),65/127 (51%),2,3,0,1,Belgium,"26.03.94, 21 years",-,-,-,-,93,647,-,Kazakhstan,"18.10.93, 21 years",-,-,-,-,32,1375,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Laura Pous-Tio,Heidi El Tabakh,"6-3, 7-5",Paris,Clay,66/88 (75%),43/63 (68%),43/66 (65%),23/43 (53%),10/22 (45%),10/20 (50%),4/5 (80%),2/7 (29%),30/63 (48%),35/88 (40%),83/151 (55%),68/151 (45%),1,4,2,1,Spain,"01.10.84, 30 years",173 cm,64 kg,2003,Right-handed,207,245,-,Canada,"25.09.86, 28 years",-,-,-,-,357,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,female,Madison Keys,Varvara Lepchenko,"7-63, 6-3",Paris,Clay,44/69 (64%),48/67 (72%),30/44 (68%),28/48 (58%),13/25 (52%),7/19 (37%),4/5 (80%),3/4 (75%),32/67 (48%),26/69 (38%),75/136 (55%),61/136 (45%),1,3,8,1,USA,"17.02.95, 20 years",-,-,-,-,16,2275,1.232.837 $,USA,"21.05.86, 29 years",180 cm,72 kg,-,Left-handed,34,1345,2.551.810 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Thomas Fancutt,Masato Shiga,"4-6, 6-1, 7-5",Japan F5,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Australia,"25.02.95, 20 years",-,-,-,-,-,-,1.280 $,Japan,"08.08.91, 23 years",-,-,-,-,722,30,13.431 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Andrea Hlavackova,Kristina Kucova,"6-3, 6-0",Paris,Clay,21/38 (55%),32/49 (65%),15/21 (71%),14/32 (44%),9/17 (53%),2/17 (12%),7/10 (70%),2/2 (100%),33/49 (67%),14/38 (37%),57/87 (66%),30/87 (34%),1,4,1,0,Czech Republic,"10.08.86, 28 years",-,-,-,-,190,275,2.753.647 $,Slovakia,"23.05.90, 25 years",-,-,-,-,121,461,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24.05.15,1st round,female,Mirjana Lucic-Baroni,Lauren Davis,"6-3, 3-6, 6-3",Paris,Clay,49/90 (54%),41/67 (61%),38/49 (78%),27/41 (66%),16/41 (39%),14/26 (54%),4/4 (100%),3/9 (33%),26/67 (39%),36/90 (40%),80/157 (51%),77/157 (49%),9,3,5,1,Croatia,"09.03.82, 33 years",-,-,-,-,70,819,2.096.669 $,USA,"09.10.93, 21 years",-,-,-,-,63,880,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,q 2,male,Dean O'Brien,Hyeong Jin Cho,"4-6, 6-2, 6-3",Gimcheon Challenger,Hard,55/89 (62%),57/81 (70%),33/55 (60%),29/57 (51%),18/34 (53%),9/24 (38%),7/15 (47%),5/8 (63%),43/81 (53%),38/89 (43%),94/170 (55%),76/170 (45%),2,5,1,1,JAR,"15.05.90, 25 years",-,-,-,-,842,20,27.990 $,Republic of Korea,"05.04.96, 19 years",-,-,-,-,-,-,364 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,q 1,male,Woo Hyeok Jang,Seung Min Lee,"6-0, 6-0",Gimcheon Challenger,Hard,18/35 (51%),13/35 (37%),14/18 (78%),5/13 (38%),10/17 (59%),5/22 (23%),-,-,25/35 (71%),11/35 (31%),49/70 (70%),21/70 (30%),3,5,0,0,Republic of Korea,"22.12.93, 21 years",-,-,-,-,-,-,-,Republic of Korea,"10.06.99, 15 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Mao-Xin Gong/Hsien-Yin Peng,Yuuya Kibi/Takuto Niki,"6-4, 6-1",Gimcheon Challenger,Hard,27/41 (66%),36/52 (69%),21/27 (78%),20/36 (56%),7/14 (50%),8/16 (50%),5/9 (56%),1/1 (100%),24/52 (46%),13/41 (32%),52/93 (56%),41/93 (44%),1,1,0,4,China,"24.08.87, 27 years",-,-,-,-,-,-,-,Taipei (CHN),"22.12.89, 25 years",-,-,-,-,-,-,-,Japan,"23.07.86, 28 years",-,-,-,-,-,-,-,Japan,"12.10.87, 27 years",-,-,-,-,-,-,-
03.06.15,1st round,male,Connor Smith,Yuuya Kibi,"6-1, 6-1",Gimcheon Challenger,Hard,27/44 (61%),25/55 (45%),18/27 (67%),13/25 (52%),13/17 (76%),11/30 (37%),-,-,31/55 (56%),13/44 (30%),62/99 (63%),37/99 (37%),0,2,2,0,USA,"19.12.90, 24 years",-,-,-,-,271,181,20.557 $,Japan,"23.07.86, 28 years",-,-,-,-,417,102,22.993 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Philip Bester,Ti Chen,"6-4, 6-2",Gimcheon Challenger,Hard,28/51 (55%),36/61 (59%),20/28 (71%),21/36 (58%),14/23 (61%),12/25 (48%),4/10 (40%),1/1 (100%),28/61 (46%),17/51 (33%),62/112 (55%),50/112 (45%),2,2,11,0,Canada,"06.10.88, 26 years",185 cm,73 kg,-,Right-handed,358,127,150.617 $,Taipei (CHN),"03.10.83, 31 years",182 cm,70 kg,2002,Right-handed,213,226,323.279 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,qual.,male,Woo Hyeok Jang,Jae Hwan Kim,"6-3, 7-61",Gimcheon Challenger,Hard,37/69 (54%),34/63 (54%),27/37 (73%),24/34 (71%),17/32 (53%),10/29 (34%),4/8 (50%),3/8 (38%),29/63 (46%),25/69 (36%),73/132 (55%),59/132 (45%),4,4,2,4,Republic of Korea,"22.12.93, 21 years",-,-,-,-,-,-,-,Republic of Korea,"23.09.94, 20 years",-,-,-,-,-,-,5.808 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,qual.,male,Jung-Woong Na,Dean O'Brien,"6-4, 6-2",Gimcheon Challenger,Hard,41/58 (71%),48/80 (60%),27/41 (66%),29/48 (60%),11/17 (65%),13/32 (41%),4/11 (36%),1/5 (20%),38/80 (48%),20/58 (34%),76/138 (55%),62/138 (45%),1,6,4,2,Republic of Korea,"31.10.92, 22 years",-,-,-,-,900,16,26.193 $,JAR,"15.05.90, 25 years",-,-,-,-,842,20,27.990 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,1st round,female,Michaella Krajicek/Barbora Strycova,Julie Coin/Pauline Parmentier,"7-63, 6-0",Paris,Clay,38/50 (76%),50/73 (68%),30/38 (79%),32/50 (64%),10/12 (83%),7/23 (30%),4/11 (36%),1/1 (100%),34/73 (47%),10/50 (20%),74/123 (60%),49/123 (40%),0,3,1,1,Holland,"09.01.89, 26 years",177 cm,68 kg,2003,Right-handed,-,-,-,Czech Republic,"28.03.86, 29 years",164 cm,60 kg,-,Right-handed,-,-,-,France,"02.12.82, 32 years",-,-,-,-,-,-,-,France,"31.01.86, 29 years",175 cm,65 kg,-,-,-,-,-
26.05.15,1st round,female,Kristina Mladenovic,Eugenie Bouchard,"6-4, 6-4",Paris,Clay,31/59 (53%),37/65 (57%),24/31 (77%),19/37 (51%),12/28 (43%),12/28 (43%),5/10 (50%),3/3 (100%),34/65 (52%),23/59 (39%),70/124 (56%),54/124 (44%),2,4,3,0,France,"14.05.93, 22 years",-,-,-,-,44,1140,1.894.080 $,Canada,"25.02.94, 21 years",-,-,-,-,6,3888,3.726.035 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Mariana Duque-Marino,Nigina Abduraimova,"6-1, 6-2",Paris,Clay,23/44 (52%),32/56 (57%),16/23 (70%),16/32 (50%),12/21 (57%),7/24 (29%),6/9 (67%),1/2 (50%),33/56 (59%),16/44 (36%),61/100 (61%),39/100 (39%),2,4,4,2,Colombia,"12.08.89, 25 years",169 cm,58 kg,-,Right-handed,104,576,-,Uzbekistan,"07.07.94, 20 years",-,-,-,-,180,290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,female,Olivia Rogowska,Tessah Andrianjafitrimo,"3-6, 6-3, 6-4",Paris,Clay,41/76 (54%),75/103 (73%),31/41 (76%),42/75 (56%),14/35 (40%),13/28 (46%),6/13 (46%),5/8 (63%),48/103 (47%),31/76 (41%),93/179 (52%),86/179 (48%),4,4,4,0,Australia,"07.06.91, 24 years",-,-,-,-,200,261,-,France,"11.10.98, 16 years",-,-,-,-,775,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1/4,female,Lucie Safarova,Garbine Muguruza,"7-63, 6-3",Paris,Clay,50/82 (61%),39/75 (52%),36/50 (72%),29/39 (74%),18/32 (56%),16/36 (44%),2/8 (25%),1/4 (25%),30/75 (40%),28/82 (34%),84/157 (54%),73/157 (46%),2,5,7,3,Czech Republic,"04.02.87, 28 years",177 cm,64 kg,2002,Left-handed,13,2995,5.657.303 $,Spain,"08.10.93, 21 years",-,-,-,-,20,2075,1.681.469 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,female,Lourdes Dominguez-Lino,Barbora Krejcikova,"6-4, 6-3",Paris,Clay,38/52 (73%),45/61 (74%),22/38 (58%),25/45 (56%),9/14 (64%),3/16 (19%),6/8 (75%),3/5 (60%),33/61 (54%),21/52 (40%),64/113 (57%),49/113 (43%),0,5,,,Spain,"31.03.81, 34 years",163 cm,60 kg,-,Right-handed,114,509,2.136.453 $,Czech Republic,"18.12.95, 19 years",-,-,-,-,146,366,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21.05.15,q 2,female,Petra Martic,Yung-Jan Chan,"6-4, 6-2",Paris,Clay,43/62 (69%),44/58 (76%),30/43 (70%),19/44 (43%),8/19 (42%),8/14 (57%),5/8 (63%),2/9 (22%),31/58 (53%),24/62 (39%),69/120 (58%),51/120 (43%),2,2,3,0,Croatia,"19.01.91, 24 years",-,-,-,-,158,330,1.413.278 $,Taipei (CHN),"17.08.89, 25 years",-,-,-,-,230,201,2.271.231 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,female,Cristina-Andreea Mitu,Alize Lim,"6-3, 6-2",Paris,Clay,34/55 (62%),28/46 (61%),26/34 (76%),15/28 (54%),12/21 (57%),6/18 (33%),4/8 (50%),1/3 (33%),25/46 (54%),17/55 (31%),63/101 (62%),38/101 (38%),3,0,5,2,Romania,"22.09.91, 23 years",-,-,-,-,100,598,-,France,"13.07.90, 24 years",-,-,-,-,279,151,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,female,Qiang Wang,Harriet Dart,"6-1, 6-1",Eastbourne,Grass,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,China,"14.01.92, 23 years",-,-,-,-,107,558,-,United Kingdom,"28.07.96, 18 years",-,-,-,-,392,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,female,Alison Van Uytvanck,Anna Schmiedlova,"7-64, 7-67",Paris,Clay,73/104 (70%),55/84 (65%),50/73 (68%),35/55 (64%),12/31 (39%),16/29 (55%),3/4 (75%),3/14 (21%),33/84 (39%),42/104 (40%),95/188 (51%),93/188 (49%),0,2,4,2,Belgium,"26.03.94, 21 years",-,-,-,-,93,647,-,Slovakia,"13.09.94, 20 years",-,-,-,-,52,999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,female,Silvia Soler-Espinosa,Pauline Parmentier,"6-4, 6-3",Paris,Clay,45/68 (66%),33/49 (67%),28/45 (62%),20/33 (61%),14/23 (61%),7/16 (44%),4/8 (50%),2/4 (50%),22/49 (45%),26/68 (38%),64/117 (55%),53/117 (45%),3,2,0,3,Spain,"19.11.87, 27 years",-,-,-,-,97,625,1.396.983 $,France,"31.01.86, 29 years",175 cm,65 kg,-,-,95,640,1.754.226 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,female,Serena Williams,Anna-Lena Friedsam,"5-7, 6-3, 6-3",Paris,Clay,66/104 (63%),57/95 (60%),45/66 (68%),33/57 (58%),18/38 (47%),19/38 (50%),6/8 (75%),4/15 (27%),43/95 (45%),41/104 (39%),106/199 (53%),93/199 (47%),8,7,9,4,USA,"26.09.81, 33 years",175 cm,61 kg,1995,Right-handed,1,9361,63.500.779 $,Germany,"01.02.94, 21 years",-,-,-,-,105,573,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31.05.15,q 2,male,Blake Mott,Sungmin Yun,"6-1, 6-0",Gimcheon Challenger,Hard,20/36 (56%),22/40 (55%),15/20 (75%),7/22 (32%),9/16 (56%),4/18 (22%),7/12 (58%),1/3 (33%),29/40 (73%),12/36 (33%),53/76 (70%),23/76 (30%),4,7,2,0,Australia,"21.04.96, 19 years",-,-,-,-,648,40,20.867 $,Republic of Korea,"24.03.98, 17 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,2nd round,male,Hiromasa Oku,Tadayuki Longhi,"6-3, 6-0",Japan F5,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Japan,"31.07.89, 25 years",-,-,-,-,830,21,12.567 $,Japan,"04.03.90, 25 years",-,-,-,-,-,-,3.914 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29.05.15,2nd round,female,Caroline Garcia/Katarina Srebotnik,Lara Arruabarrena/Irina-Camelia Begu,"7-61, 6-4",Paris,Clay,58/90 (64%),53/71 (75%),35/58 (60%),28/53 (53%),16/32 (50%),8/18 (44%),5/9 (56%),4/10 (40%),35/71 (49%),39/90 (43%),86/161 (53%),75/161 (47%),1,2,1,1,France,"16.10.93, 21 years",-,-,-,-,-,-,-,Slovenia,"12.03.81, 34 years",180 cm,65 kg,-,Right-handed,-,-,-,Spain,"20.03.92, 23 years",-,-,-,-,-,-,-,Romania,"26.08.90, 24 years",-,-,-,-,-,-,-
20.05.15,q 1,female,Clothilde De Bernardi,Michelle Larcher De Brito,"4-6, 6-2, 6-4",Paris,Clay,50/79 (63%),64/114 (56%),29/50 (58%),32/64 (50%),14/29 (48%),23/50 (46%),8/21 (38%),6/8 (75%),59/114 (52%),36/79 (46%),102/193 (53%),91/193 (47%),8,11,1,2,France,"16.11.94, 20 years",-,-,-,-,314,122,-,Portugal,"29.01.93, 22 years",165 cm,45 kg,-,Right-handed,126,434,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,female,Julia Terziyska,Jamilya Sadykzhanova,"6-1, 6-1",Andijan,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bulgaria,"05.03.96, 19 years",-,-,-,-,431,69,-,Uzbekistan,"04.12.96, 18 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1/2,female,Chanel Simmonds,Ling Zhang,"3-6, 6-4, 7-63",Bangkok,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,JAR,"10.08.92, 22 years",-,-,-,-,312,122,-,Hongkong,"28.10.89, 25 years",178 cm,75 kg,-,Right-handed,231,201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,q 1,female,Ao Gai,Na-Ri Kim,"6-4, 3-6, 6-0",Bangkok,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,China,"11.01.95, 20 years",-,-,-,-,734,21,-,Republic of Korea,"04.04.90, 25 years",-,-,-,-,688,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,female,Victoria Azarenka,Maria-Teresa Torro-Flor,"6-2, 6-1",Paris,Clay,33/45 (73%),48/72 (67%),23/33 (70%),25/48 (52%),6/12 (50%),6/24 (25%),6/14 (43%),1/3 (33%),41/72 (57%),16/45 (36%),70/117 (60%),47/117 (40%),1,6,0,1,Belarus,"31.07.89, 25 years",-,-,-,-,27,1733,24.223.706 $,Spain,"02.05.92, 23 years",-,-,-,-,131,417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,female,Amandine Hesse,Jarmila Gajdosova,"2-6, 6-3, 6-2",Paris,Clay,37/82 (45%),40/74 (54%),24/37 (65%),20/40 (50%),18/45 (40%),17/34 (50%),7/13 (54%),5/16 (31%),37/74 (50%),40/82 (49%),79/156 (51%),77/156 (49%),6,4,9,1,France,"16.01.93, 22 years",-,-,-,-,272,158,-,Australia,"26.04.87, 28 years",173 cm,64 kg,2005,Right-handed,53,998,2.332.470 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25.05.15,1st round,female,Maria Sharapova,Kaia Kanepi,"6-2, 6-4",Paris,Clay,32/49 (65%),41/66 (62%),23/32 (72%),22/41 (54%),7/17 (41%),10/25 (40%),5/14 (36%),2/2 (100%),34/66 (52%),19/49 (39%),64/115 (56%),51/115 (44%),4,6,1,1,Russia,"19.04.87, 28 years",188 cm,59 kg,2001,Right-handed,2,7710,32.535.202 $,Estonia,"10.06.85, 30 years",181 cm,74 kg,2000,Right-handed,50,1003,4.133.581 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,1st round,female,Julia Boserup,Cagla Buyukakcay,"6-4, 6-4",Eastbourne,Grass,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"09.09.91, 23 years",-,-,-,-,212,237,-,Turkey,"28.09.89, 25 years",-,-,-,-,139,396,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,female,Lourdes Dominguez-Lino,Christina Mchale,"3-6, 7-64, 6-4",Paris,Clay,67/94 (71%),62/108 (57%),43/67 (64%),40/62 (65%),13/27 (48%),20/46 (43%),5/11 (45%),5/13 (38%),48/108 (44%),38/94 (40%),104/202 (51%),98/202 (49%),0,6,1,2,Spain,"31.03.81, 34 years",163 cm,60 kg,-,Right-handed,114,509,2.136.453 $,USA,"11.05.92, 23 years",-,-,-,-,66,848,1.765.717 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Lucie Safarova,Kurumi Nara,"6-2, 6-0",Paris,Clay,22/37 (59%),39/54 (72%),18/22 (82%),21/39 (54%),11/15 (73%),3/15 (20%),5/11 (45%),0/1 (0%),30/54 (56%),8/37 (22%),59/91 (65%),32/91 (35%),0,1,6,1,Czech Republic,"04.02.87, 28 years",177 cm,64 kg,2002,Left-handed,13,2995,5.657.303 $,Japan,"30.12.91, 23 years",-,-,-,-,55,960,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Maria Sharapova,Vitalia Diatchenko,"6-3, 6-1",Paris,Clay,29/48 (60%),37/62 (60%),20/29 (69%),21/37 (57%),12/19 (63%),8/25 (32%),5/13 (38%),1/5 (20%),33/62 (53%),16/48 (33%),65/110 (59%),45/110 (41%),5,4,4,2,Russia,"19.04.87, 28 years",188 cm,59 kg,2001,Right-handed,2,7710,32.535.202 $,Russia,"02.08.90, 24 years",-,-,-,-,91,657,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28.05.15,2nd round,female,Cristina-Andreea Mitu,Karolina Pliskova,"2-6, 7-65, 6-4",Paris,Clay,65/115 (57%),73/127 (57%),39/65 (60%),52/73 (71%),25/50 (50%),21/54 (39%),4/25 (16%),5/13 (38%),54/127 (43%),51/115 (44%),118/242 (49%),124/242 (51%),9,4,5,15,Romania,"22.09.91, 23 years",-,-,-,-,100,598,-,Czech Republic,"21.03.92, 23 years",-,-,-,-,12,3010,1.298.478 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Angelique Kerber,Ajla Tomljanovic,"6-3, 6-2",Paris,Clay,28/51 (55%),38/60 (63%),18/28 (64%),19/38 (50%),11/23 (48%),7/22 (32%),6/15 (40%),2/7 (29%),34/60 (57%),22/51 (43%),63/111 (57%),48/111 (43%),2,0,2,3,Germany,"18.01.88, 27 years",173 cm,68 kg,-,Left-handed,11,3230,7.287.122 $,Croatia,"07.05.93, 22 years",-,-,-,-,58,925,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Laura Siegemund,Romina Oprandi,"6-1, 6-1",Paris,Clay,29/35 (83%),34/40 (85%),23/29 (79%),11/34 (32%),3/6 (50%),0/6 (0%),6/10 (60%),1/4 (25%),29/40 (73%),9/35 (26%),55/75 (73%),20/75 (27%),1,2,,,Germany,"04.03.88, 27 years",-,-,-,-,132,417,-,Switzerland,"29.03.86, 29 years",172 cm,66 kg,2005,Right-handed,175,298,1.385.230 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,female,Ksenia Lykina,Nadiya Kichenok,"6-4, 4-6, 6-3",Andijan,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"19.06.90, 24 years",-,-,-,-,470,57,-,Ukraine,"20.07.92, 22 years",-,-,-,-,223,216,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Miyabi Inoue,Nudnida Luangnam,"6-2, 6-2",Bangkok,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Japan,"19.11.91, 23 years",-,-,-,-,300,135,-,Thailand,"27.02.87, 28 years",-,-,-,-,383,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1/4,female,Nao Hibino/Miyu Kato,Chompoothip Jandakate/Chanikarn Silakul,"7-5, 6-1",Bangkok,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Japan,"28.11.94, 20 years",-,-,-,-,-,-,-,Japan,"21.11.94, 20 years",-,-,-,-,-,-,-,Thailand,"03.11.95, 19 years",-,-,-,-,-,-,-,Thailand,"05.08.95, 19 years",-,-,-,-,-,-,-
21.05.15,q 2,female,Vera Dushevina,Gabriela Dabrowski,"6-3, 6-3",Paris,Clay,41/60 (68%),62/81 (77%),25/41 (61%),33/62 (53%),12/19 (63%),9/19 (47%),4/16 (25%),1/5 (20%),39/81 (48%),23/60 (38%),76/141 (54%),65/141 (46%),1,0,0,1,Russia,"06.10.86, 28 years",180 cm,73 kg,2003,Right-handed,706,22,3.081.132 $,Canada,"01.04.92, 23 years",-,-,-,-,179,290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
